dam_name,county,state,condition_assessment_standardized,hazard_standardized,last_inspection_date,year_dam_completed,latitude,longitude,state2
Yorker Mill Pond,Washington_RI,RI,poor,high,2013-08-07,1855,41.5217064746,-71.523245763,Rhode Island
Jones,Wasatch_UT,UT,poor,high,2017-06-27,1956,40.48518785342,-111.26239485049999,Utah
Mountain Dell,Salt Lake_UT,UT,poor,high,2017-05-09,1916,40.752405014370005,-111.72098897629999,Utah
Palisades Lake,Sanpete_UT,UT,poor,high,2017-10-05,1899,39.20517332648,-111.67241988059999,Utah
Red Pine,Salt Lake_UT,UT,poor,high,2018-06-19,1929,40.5455996248,-111.694420576,Utah
Beaver Creek Dam,Henry County_VA,VA,poor,high,2018-05-08,0,36.7433,-79.875,Virginia
Beaverdam Creek Dam,Bedford County_VA,VA,poor,high,2017-10-25,0,37.3128,-79.8155,Virginia
College Lake Dam,City Of Lynchburg_VA,VA,poor,high,2019-01-12,0,37.4016,-79.184,Virginia
Falls Mill Dam,Tazewell County_VA,VA,poor,high,1991-11-15,0,37.2722,-81.3229,Virginia
Godwins Millpond Dam,City Of Suffolk_VA,VA,poor,high,2018-12-10,0,36.8638,-76.5821,Virginia
Lake Cohoon Dam,City Of Suffolk_VA,VA,unsatisfactory,high,2002-05-20,0,36.7549,-76.6277,Virginia
Lake Powhatan Dam,Pulaski County_VA,VA,poor,high,2014-11-17,0,36.9642,-80.6637,Virginia
Lake Smith Dam,City Of Virginia Beach_VA,VA,poor,high,2018-05-09,0,36.8932,-76.1631,Virginia
Lake Summit Dam,City Of Lynchburg_VA,VA,poor,high,2019-03-18,0,37.3596,-79.2443,Virginia
Little Creek Dam,James City County_VA,VA,poor,high,2019-04-03,0,37.3504,-76.8407,Virginia
South River Dam #19,Augusta County_VA,VA,poor,high,2018-05-30,0,38.0133,-78.9695,Virginia
Thompson Dam,Fauquier County_VA,VA,poor,high,2016-03-09,0,38.9571,-77.9922,Virginia
Twin Lakes Dam #2,Greene County_VA,VA,poor,high,2018-01-25,0,38.2499,-78.4409,Virginia
Winston Lake Dam,City Of Richmond_VA,VA,poor,high,2015-11-18,0,37.544000000000004,-77.5918,Virginia
Woodland Pond,Chesterfield County_VA,VA,poor,high,2018-06-22,0,37.352,-77.5422,Virginia
Chestnut Hill Reservoir,Windham_VT,VT,poor,high,2017-06-12,1884,42.8539619445801,-72.56666564941409,Vermont
East Long Pond,Washington_VT,VT,poor,high,2017-06-27,1930,44.4492301940918,-72.3468704223633,Vermont
Institute Pond,Caledonia_VT,VT,poor,high,2017-07-19,1911,44.537078857421896,-72.0163803100586,Vermont
Lake Sadawga,Windham_VT,VT,poor,high,2017-07-06,1880,42.789009094238295,-72.88050842285159,Vermont
Snow Lake,Windham_VT,VT,poor,high,2017-08-02,1961,42.9639472961426,-72.88868713378909,Vermont
Stiles Pond,Caledonia_VT,VT,poor,high,2017-06-20,1877,44.42204284667971,-71.94635009765629,Vermont
Sweet Pond,Windham_VT,VT,unsatisfactory,high,2017-06-12,1928,42.750816345214794,-72.6355514526367,Vermont
Waterbury,Washington_VT,VT,poor,high,2017-08-03,1938,44.3812866210938,-72.76768493652341,Vermont
Windsor Upper,Windsor_VT,VT,poor,high,2016-06-23,1834,43.4763069152832,-72.395393371582,Vermont
Beryl Baker Dam,Stevens_WA,WA,poor,high,2015-09-10,1977,48.069468,-117.53836799999999,Washington
Black Rock Orchards Dam,Yakima_WA,WA,poor,high,2015-06-08,1985,46.499603637662794,-120.09961830555599,Washington
Camp Kwoneesum Dam,Skamania_WA,WA,poor,high,2015-11-17,1964,45.671351,-122.21886699999999,Washington
Davenport Sewage Lagoon No. 3,Lincoln_WA,WA,poor,high,2016-07-15,1987,47.667547,-118.141719,Washington
Den Hoed Dam No. 1,Yakima_WA,WA,poor,high,2015-10-29,1999,46.3755495,-119.96410244444401,Washington
Fanchers Dam,Okanogan_WA,WA,poor,high,2016-08-11,1926,48.8292,-119.261627,Washington
Gap Road Reservoir,Benton_WA,WA,poor,high,2015-06-09,2004,46.2539686038016,-119.788983111111,Washington
Kayak Lake Dam,Snohomish_WA,WA,poor,high,2018-08-02,1965,47.782211,-121.931649,Washington
Koura Dam,Kitsap_WA,WA,poor,high,2017-08-17,1949,47.662577,-122.54331499999999,Washington
Meadow Lake Dam,Chelan_WA,WA,poor,high,2017-07-11,1920,47.360339,-120.21472800000001,Washington
Newman Lake Flood Control Dam,Spokane_WA,WA,poor,high,2017-07-14,1976,47.771155,-117.077871,Washington
Nielsen Dam C,Snohomish_WA,WA,poor,high,2017-08-09,1973,47.783788,-122.208179,Washington
Parker Reservoir Dam,Yakima_WA,WA,unsatisfactory,high,2017-06-28,1955,46.570861,-120.72935,Washington
Spokane Hutterian Brethren Dam,Spokane_WA,WA,unsatisfactory,high,2014-04-09,2006,47.689156,-117.719169,Washington
Upper Sunlight Lake Dam,Kittitas_WA,WA,poor,high,2015-11-19,1967,47.126003000000004,-120.77509199999999,Washington
Zirkle Partridge Ranch Dam,Grant_WA,WA,poor,high,2015-08-11,2010,46.7608040555556,-119.700778582052,Washington
Friendship,Adams_WI,WI,poor,high,2018-02-13,1928,43.97502,-89.8166,Wisconsin
Lake Camelot,Adams_WI,WI,poor,high,2016-08-23,1969,44.20451,-89.77512,Wisconsin
Mead,Clark_WI,WI,poor,high,2012-04-19,1951,44.7890755,-90.772712,Wisconsin
Montello Granite,Marquette_WI,WI,poor,high,2016-09-08,1914,43.793378499999996,-89.3288755,Wisconsin
Poy Sippi,Waushara_WI,WI,poor,high,2017-10-20,1935,44.13617,-88.99738,Wisconsin
Spring Creek,Portage_WI,WI,poor,high,2015-06-14,1854,44.38964,-89.30584,Wisconsin
Antero Resources Rossco Pond Dam,Harrison_WV,WV,poor,high,2011-07-15,2010,39.31434,-79.58651,West Virginia
B & O Dam,Preston_WV,WV,poor,high,2017-08-28,1904,39.37917,-78.16111,West Virginia
Bear Rocks Lake No.1,Ohio_WV,WV,poor,high,2015-04-20,1951,40.073609999999995,-79.4675,West Virginia
Bear Rocks Lake No.2,Ohio_WV,WV,poor,high,2015-04-20,1948,40.077220000000004,-79.46694000000001,West Virginia
Bear Rocks Lake No.3,Ohio_WV,WV,poor,high,2015-04-20,1948,40.08167,-79.46444,West Virginia
Bluewell Water Supply Dam No.1,Mercer_WV,WV,poor,high,2018-05-15,1966,37.30222,-80.74806,West Virginia
Bluewell Water Supply Dam No.2,Mercer_WV,WV,poor,high,2018-05-15,1966,37.30833,-80.75278,West Virginia
Camp Caesar Dam,Webster_WV,WV,poor,high,2018-02-11,1955,38.4125,-79.5125,West Virginia
Conaway Run Dam,Tyler_WV,WV,poor,high,2018-03-15,1963,39.42028,-79.15278,West Virginia
Culloden Water Supply Dam,Cabell_WV,WV,poor,high,2015-07-14,1963,38.41333,-81.94028,West Virginia
Fairfax Pond,Preston_WV,WV,poor,high,2016-05-18,1950,39.49389,-78.20278,West Virginia
Flat Top Lake Dam,Raleigh_WV,WV,poor,high,2018-07-11,1950,37.628890000000006,-80.90139,West Virginia
Hatfield Farm Lake,Cabell_WV,WV,poor,high,2015-10-28,1955,38.382220000000004,-81.76722,West Virginia
Horton Dam,Mercer_WV,WV,poor,high,2018-03-20,1929,37.279720000000005,-80.82417,West Virginia
Huffman Dam,Mason_WV,WV,poor,high,2015-11-05,2010,38.9275,-80.04944,West Virginia
Lake Of Eden,Cabell_WV,WV,poor,high,2015-07-14,1971,38.40889,-81.74694000000001,West Virginia
Lake Stephens Dam,Raleigh_WV,WV,poor,high,2018-02-12,1963,37.77694,-80.69111,West Virginia
Lough Lake,Monongalia_WV,WV,poor,high,2017-02-17,1950,39.62389,-79.91528000000001,West Virginia
Lynch Lake,Monongalia_WV,WV,poor,high,2013-01-11,1947,39.62167,-79.90583000000001,West Virginia
New Bramwell Dam,Mercer_WV,WV,poor,high,2018-05-15,1970,37.31944,-80.69360999999999,West Virginia
New Lumberport Dam,Harrison_WV,WV,poor,high,2016-04-06,1981,39.38111,-79.63972,West Virginia
Scott Lake,Randolph_WV,WV,poor,high,2014-08-19,1949,38.81361,-78.12306,West Virginia
Tennants Farm Pond,Wood_WV,WV,poor,high,2015-11-05,1953,39.27694,-80.58333,West Virginia
Upper Smith Dam,Wood_WV,WV,poor,high,2015-03-12,1955,39.23417,-80.42194,West Virginia
Bear Claw Love No. 1,Sheridan_WY,WY,poor,high,2017-06-27,1966,44.9033333333333,-107.333333333333,Wyoming
Bull Lake,Fremont_WY,WY,poor,high,2016-06-29,1938,43.210278,-109.0425,Wyoming
Cardine Keith,Natrona_WY,WY,poor,high,2017-04-24,1975,42.691944444444395,-106.123055555556,Wyoming
Dome Lake No. 1,Sheridan_WY,WY,poor,high,2015-09-09,1969,44.5916666666667,-107.29638888888901,Wyoming
Dull Knife,Johnson_WY,WY,poor,high,2017-06-28,1966,44.019444444444396,-107.053333333333,Wyoming
Enl. Turpin Park,Carbon_WY,WY,poor,high,2016-10-25,1957,41.4438888888889,-106.385833333333,Wyoming
Glendo,Platte_WY,WY,poor,high,2017-06-20,1958,42.4794,-104.95,Wyoming
Guernsey,Platte_WY,WY,poor,high,2017-06-21,1927,42.29,-104.763333333333,Wyoming
Jackson Lake,Teton_WY,WY,poor,high,2014-06-04,1911,43.86,-110.59,Wyoming
Kemmerer,Lincoln_WY,WY,poor,high,2013-06-19,1942,41.9389,-110.645833333333,Wyoming
Leavitt,Big Horn_WY,WY,poor,high,2017-05-10,1956,44.6430555555556,-107.86305555555599,Wyoming
Middle Piney,Sublette_WY,WY,poor,high,2013-06-07,1940,42.6036111111111,-110.566111111111,Wyoming
O S W,Fremont_WY,WY,poor,high,2017-06-05,1912,43.27722222222221,-107.682777777778,Wyoming
Pathfinder,Natrona_WY,WY,poor,high,2017-04-18,1909,42.467997533333296,-106.85409111,Wyoming
Pathfinder Dike,Natrona_WY,WY,poor,high,2017-04-18,1909,42.4647347,-106.85260611,Wyoming
Seminoe,Carbon_WY,WY,poor,high,2017-07-20,1939,42.1566666666667,-106.90833333333299,Wyoming
Spring Creek (Enlargement),Carbon_WY,WY,poor,high,2016-07-14,1921,42.2630555555556,-106.669722222222,Wyoming
Washington Memorial,Crook_WY,WY,poor,high,2014-10-27,1987,44.40667,-104.36667,Wyoming
